ID,Title,Automation Status,Created By,Created On,Expected Result,Forecast,Goals,Mission,PreConditions,Priority,References,Section,Section Depth,Section Description,Section Hierarchy,Steps,Steps,Steps (Expected Result),Steps (Step),Suite,Suite ID,Template,Type,Updated By,Updated On
C10960261,Gen2: Registration: Verify Cloud registration of Printer for NON USA region but HPC Supported region,No,Mohini Beura,2/21/2019 7:33,,,,,country set to UK,Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Register the printer to cloud by setting country other than USA but HPC supported
Expected Result:
Printer should be registered successfully and info sheet should be printed successfully.",1. Printer should be registered successfully and info sheet should be printed successfully.,1. Register the printer to cloud by setting country other than USA but HPC supported,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:20
C10960262,Gen2: Registration: Verify Cloud registration of Printer for NON HPC Supported region,No,Mohini Beura,2/21/2019 7:34,,,,,Like Malaysia,Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:09
C10960269,Gen2: Registration: Verify Cloud registration of Printer for FIPS Enabled from EWS -VEP,No,Mohini Beura,2/21/2019 7:36,,,,,The printer should be upgraded with FW version above 24,Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Register the Printer to cloud from EWS
Expected Result:
Printer should be registered successfully with email id and claim code in EWS page  and info sheet should not be printed",1. Printer should be registered successfully with email id and claim code in EWS page  and info sheet should not be printed,1. Register the Printer to cloud from EWS,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:22
C10960272,Gen2: Registration: Verify Cloud registration of Printer which does not support Cloud welcome page printing,No,Mohini Beura,2/21/2019 7:39,,,,,,Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Register the printer to cloud
Expected Result:
Native info sheet should be printed successfully",1. Native info sheet should be printed successfully,1. Register the printer to cloud,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:23
C10960279,Gen2: Registration: Verify Reprint of Info sheet without Setting FEA for NON USA region but HPC Supported region,No,Mohini Beura,2/21/2019 7:50,,,,,Set preferences for the printer with region Like UK and language English,Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Register the printer to cloud
Expected Result:
The printer should be registered and info sheet should be printed automatically
2. Reprint the info sheet without setting FEA
Expected Result:
info sheet should be printed with same email address","1. The printer should be registered and info sheet should be printed automatically
2. info sheet should be printed with same email address","1. Register the printer to cloud
2. Reprint the info sheet without setting FEA",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/28/2019 4:53
C10960280,Gen2: Registration: Verify Reprint of Info sheet  without Setting FEA for NON HPC Supported region,No,Mohini Beura,2/21/2019 7:50,,,,,Set the preferences of printer for country Like Malaysia and language as English,Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Register the printer 
Expected Result:
The printer should be registered successfully and info sheet should be printed automatically
2. Reprint the info sheet without setting FEA
Expected Result:
info sheet should be printed successfully with same email id","1. The printer should be registered successfully and info sheet should be printed automatically
2. info sheet should be printed successfully with same email id","1. Register the printer 
2. Reprint the info sheet without setting FEA",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/28/2019 4:58
C10960282,Gen2: Registration: Verify Reprint of Info sheet  without Setting FEA for Printer which does not support Cloud welcome page printing,No,Mohini Beura,2/21/2019 7:50,,,,,,Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,,,,WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:09
C10960284,GEN2: Registration: Reset Email Address for NON HPC Region,No,Mohini Beura,2/21/2019 7:50,,,,,,High,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Register the Printer from the Printer front panel. 
Printer in non HPC supported region.
Expected Result:
The Printer should get registered and the info page with email address and Printer Code should get printed.
2. Printer CPID, email Address
Expected Result:
Note the printer CPID by runnig the follwoing udws command ""eprint.info""
Note the printer email address from the printer info page or from the printer front panel.
3. Reset Email Address:
In the follwoing path: Printer FP>HP ePrint icon>Setings icon>Web Settings Summary> Reset Email 
Address
Expected Result:
A new email Address should get created.
Print the welcome page again; new email address will be displayed.

4. Printer CPID(printer id) should remain the same.
Get CPID(printer id) by running the following udws command after new email address is generated: ""eprint.info""
Expected Result:
The CPID(printer id) should be same as the one that was observed at step 2.","1. The Printer should get registered and the info page with email address and Printer Code should get printed.
2. Note the printer CPID by runnig the follwoing udws command ""eprint.info""
Note the printer email address from the printer info page or from the printer front panel.
3. A new email Address should get created.
Print the welcome page again; new email address will be displayed.

4. The CPID(printer id) should be same as the one that was observed at step 2.","1. Register the Printer from the Printer front panel. 
Printer in non HPC supported region.
2. Printer CPID, email Address
3. Reset Email Address:
In the follwoing path: Printer FP>HP ePrint icon>Setings icon>Web Settings Summary> Reset Email 
Address
4. Printer CPID(printer id) should remain the same.
Get CPID(printer id) by running the following udws command after new email address is generated: ""eprint.info""",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:09
C11473476,"Gen2: Registration:Verify printing of Cloud Welcome Page when printer is registered to USA, English",No,Mohini Beura,2/27/2019 9:01,,,,,"Set Cloud welcome page supported model in printer .
Set Printer region as USA, Language as English.
Printer should be connected with good network. 


 ",Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. From EWS Page :

Open printers EWS page using printer IP in browser and follow the steps to enable web services
Expected Result:
User should able to open the printers EWS page using IP.

Web Services should be enabled & Info sheet with QR code , Email address and printer code should print
2. From Printer FrontPanel:

Click on ePrint icon from printer front panel 
Expected Result:
Enable WebServices page should display
3. Click on Enable option
Expected Result:
Confirmation page should display

4. Click on Yes 
Expected Result:
Web Services should be enabled & Info sheet with QR code , Email address and printer code should print","1. User should able to open the printers EWS page using IP.

Web Services should be enabled & Info sheet with QR code , Email address and printer code should print
2. Enable WebServices page should display
3. Confirmation page should display

4. Web Services should be enabled & Info sheet with QR code , Email address and printer code should print","1. From EWS Page :

Open printers EWS page using printer IP in browser and follow the steps to enable web services
2. From Printer FrontPanel:

Click on ePrint icon from printer front panel 
3. Click on Enable option
4. Click on Yes",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:09
C11473477,Gen2: Registration:Verify reprinting of info sheet on Cloud Welcome Page supported model printer after registration without claim in HPC,No,Mohini Beura,2/27/2019 9:01,,,,,"Set CWP model in printer
Set region as USA, Language as English in printer.
Printer should be registered successfully .",Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. From EWS page :

Open printers EWS page in browser using printer IP 
Expected Result:
Web Services page should display
2. Click on Print Information page
Expected Result:
Printer Information page should display with Print info option 
3. Click on PrintInfo
Expected Result:
Info sheet or welcome page should print
4. From Printer Front Panel:
Click on eprint icon 
Expected Result:
Printers email address should display 
5. Click on print option from printer front panel
Expected Result:
Info sheet or welcome page should print with QR Code ,Email Adress","1. Web Services page should display
2. Printer Information page should display with Print info option 
3. Info sheet or welcome page should print
4. Printers email address should display 
5. Info sheet or welcome page should print with QR Code ,Email Adress","1. From EWS page :

Open printers EWS page in browser using printer IP 
2. Click on Print Information page
3. Click on PrintInfo
4. From Printer Front Panel:
Click on eprint icon 
5. Click on print option from printer front panel",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:09
C11473478,Gen2: Registration:Verify printing supported files from mobile after adding printer as contact by scanning QR code,No,Mohini Beura,2/27/2019 9:01,,,,,"Printer should be connected to good n/w
Printer should be registered and info sheet should have QR code 
 ",High,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Scan QR code from info sheet
Expected Result:
printer should get added to mobile and ask for rename 
2. Give new name for printer or Keep default printer name and save as contact
Expected Result:
Printer should be saved as contact
3. Click on printer email id in mobile contact and select client (gmail /yahoo etc.,) and attach file to print 
Expected Result:
File should be attached
4. Click on send after attaching test file 
Expected Result:
Attached File should print successfully","1. printer should get added to mobile and ask for rename 
2. Printer should be saved as contact
3. File should be attached
4. Attached File should print successfully","1. Scan QR code from info sheet
2. Give new name for printer or Keep default printer name and save as contact
3. Click on printer email id in mobile contact and select client (gmail /yahoo etc.,) and attach file to print 
4. Click on send after attaching test file",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:09
C11473479,Gen2: Registration:Verify reprinting of info sheet on Cloud Welcome Page supported model printer after claim in HPC & setting FEA,No,Mohini Beura,2/27/2019 9:01,,,,,"Set CWP model In printer 
Set region as USA, Language as English in printer.
Printer should be registered successfully .",Medium,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Claim printer in HPC 
Expected Result:
printer should be claimed in HPC
2. From EWS page :

Open printers EWS page in browser using printer IP
Expected Result:
Web Services page should display
3. Click on Print Information page
Expected Result:
Printer Information page should display with Print info option

4. Click on PrintInfo
Expected Result:
Info sheet or welcome page should print with Email ID , Printer Code and QR code

Note : if user has set FEA after printer claim in HPC  , FEA should print on info sheet
5. From Printer Front Panel:
Click on eprint icon

Expected Result:
Printers email address should display
6. Click on print option from printer front panel
Expected Result:
Info sheet or welcome page should print with Email ID , Printer Code and QR code

Note : if user has set FEA after printer claim in HPC  , FEA should print on info sheet","1. printer should be claimed in HPC
2. Web Services page should display
3. Printer Information page should display with Print info option

4. Info sheet or welcome page should print with Email ID , Printer Code and QR code

Note : if user has set FEA after printer claim in HPC  , FEA should print on info sheet
5. Printers email address should display
6. Info sheet or welcome page should print with Email ID , Printer Code and QR code

Note : if user has set FEA after printer claim in HPC  , FEA should print on info sheet","1. Claim printer in HPC 
2. From EWS page :

Open printers EWS page in browser using printer IP
3. Click on Print Information page
4. Click on PrintInfo
5. From Printer Front Panel:
Click on eprint icon

6. Click on print option from printer front panel",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:11
C11473484,Gen2: Registration: Verify reprinting of QQ &WeChat info sheet after printer registration,No,Mohini Beura,2/27/2019 9:15,,,,," WEB services should be enabled on printer 

Note : Gen2 QQ model printer set language as  Simplified Chinese",Medium,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Open printer EWS page in browser
Expected Result:
Printers Web Services page should open


2. Click on print info  
Expected Result:
Info sheet with QR Code and QQ flow , WeChat flow diagrams should print","1. Printers Web Services page should open


2. Info sheet with QR Code and QQ flow , WeChat flow diagrams should print","1. Open printer EWS page in browser
2. Click on print info",WPP RelQA Test Cases,S1082,Test Case (Steps),Functional,Mohini Beura,2/27/2019 9:17
C11473485,Gen2: Registration: Verify printing of QQ and WeChat welcome page on QQ supported model printer in CHINA region,No,Mohini Beura,2/27/2019 9:15,,,,,"Printer should be connected with good network
Printer model should be QQ supported 
Set printer region as CHINA

For Gen2 printers: Region is CHINA , Language should be Simplified chinese ",Critical,,Registration of different profiles,2,Registration of different profiles,POD testing > Registration > Registration of different profiles,,"1. Open printers EWS page in browser using printer IP 
Expected Result:
EWS page should display 
2. Click on  Continue in Web Services page
Expected Result:
Terms and conditions page should display 
3. Enable following two options and click on Next 

- I have read and accept the HP Connected Terms of Use and the HP Online Privacy Statement
- I want to install printer updates automatically and enable Web Services
Expected Result:
Enabling WebServices pop up menu should display with process and Web Services has been set up successfully message should display.

Important :  Info sheet should print with QR Code , QQ and WeChat flow diagrams","1. EWS page should display 
2. Terms and conditions page should display 
3. Enabling WebServices pop up menu should display with process and Web Services has been set up successfully message should display.

Important :  Info sheet should print with QR Code , QQ and WeChat flow diagrams","1. Open printers EWS page in browser using printer IP 
2. Click on  Continue in Web Services page
3. Enable following two options and click on Next 

- I have read and accept the HP Connected Terms of Use and the HP Online Privacy Statement
- I want to install printer updates automatically and enable Web Services",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:17
C11473487,HPC: Sign in with generic HPC account flow,Yes,Mohini Beura,2/27/2019 9:28,,,,,"1. User should be on welcome page of HPC.
2. User should already have created an Account.",Critical,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on Sign In link.
Expected Result:
A ""sign in"" page with text fields for Email and Password should be displayed.
2. Enter valid account credentials in the text fields and Click ""Sign In"" button.
Expected Result:
User should be successfully sign in.","1. A ""sign in"" page with text fields for Email and Password should be displayed.
2. User should be successfully sign in.","1. Click on Sign In link.
2. Enter valid account credentials in the text fields and Click ""Sign In"" button.",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:28
C11473488,HPC: Verify adding a Printer to your Account - Valid Code,Yes,Mohini Beura,2/27/2019 9:28,,,,,"User has logged in to the HPC with valid Username and Password.
User has already registered a printer to web print platform cloud and has the printer claim code.
",Critical,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on Devices Tab and Click on ""Add a Device"" button.
Expected Result:
""Add a Device"" dialog pops up with a text field to enter the Printer Claim Code.
2. Click on ""What is a claim code?"" link.
Expected Result:
A new window opens to help and support with information about a Claim Code.
3. 1. Enter the Claim Code in the Text Field under 'Yes, I have a Claim code' Text 
2. Click on ADD Button
Expected Result:
A Pop up saying ""Printer Added"" You have successfully added the printer"" should be displayed. Printer Image, Printer Name, Printer Status should be displayed.","1. ""Add a Device"" dialog pops up with a text field to enter the Printer Claim Code.
2. A new window opens to help and support with information about a Claim Code.
3. A Pop up saying ""Printer Added"" You have successfully added the printer"" should be displayed. Printer Image, Printer Name, Printer Status should be displayed.","1. Click on Devices Tab and Click on ""Add a Device"" button.
2. Click on ""What is a claim code?"" link.
3. 1. Enter the Claim Code in the Text Field under 'Yes, I have a Claim code' Text 
2. Click on ADD Button",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:28
C11473489,HPC: Verify setting FEA for newly claimed printer,Yes,Mohini Beura,2/27/2019 9:28,,,,,"User has logged in to HPConnected with valid username and password
Atleast one Printer unit should be claimed in HPConnected",Critical,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on ""Devices"" Tab.
Expected Result:
Printer Image, Name, Email Address, Status should be displayed.
2. Click on ""Settings"" button.
Expected Result:
An ePrint preference page with ePrint email address, ePrint access optionon this printer should be displayed.
3. Click on ""Change Address"" button.
Expected Result:
A Pop up for modifying the Email Address with editable text box, OK and Cancel buttons should be displayed.
4. 1. Enter a Custom Email ID(Friendly Email Address) for the Printer and press ""OK"" button.
2. Make sure the custom email ID is between 6 and 30 characters long.
Expected Result:
""Email Successfully Changed"" pop up window should be displayed. 
Notice the email address now in ""Devices Page"". 
The old email address should be changed to the new email address.","1. Printer Image, Name, Email Address, Status should be displayed.
2. An ePrint preference page with ePrint email address, ePrint access optionon this printer should be displayed.
3. A Pop up for modifying the Email Address with editable text box, OK and Cancel buttons should be displayed.
4. ""Email Successfully Changed"" pop up window should be displayed. 
Notice the email address now in ""Devices Page"". 
The old email address should be changed to the new email address.","1. Click on ""Devices"" Tab.
2. Click on ""Settings"" button.
3. Click on ""Change Address"" button.
4. 1. Enter a Custom Email ID(Friendly Email Address) for the Printer and press ""OK"" button.
2. Make sure the custom email ID is between 6 and 30 characters long.",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:28
C11473490,HPC: Verify sending ePrint Jobs to the printer where FEA is set.,Yes,Mohini Beura,2/27/2019 9:28,,,,,"1. User has logged in to HPConnected with valid username and password.
2. At least one Printer unit should be claimed in HPConnected.",Critical,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on ""Devices"" Tab.
Expected Result:
Printer Image, Name, Email Address, Status should be displayed.
2. Click on ""Settings"" button.
Expected Result:
An ePrint preference page with ePrint email address, ePrint access option on this printer should be displayed.
3. Click on ""Change Address"" button.
Expected Result:
A Pop up for Modifying the Email Address with editable text box, OK and Cancel buttons should be displayed.
4. 1. Enter a Custom Email ID(Friendly Email Address) for the Printer and press ""OK"" button.
2. Make sure the custom email ID is between 6 and 30 characters long.
Expected Result:
""Email Successfully Changed"" pop up window should be displayed. Notice the email address now in ""Devices Page"". 
The old email address should be changed to the new email address.
5. Send ePrint jobs to the printer using the FEA set for the printer.
Expected Result:
ePrint jobs should be printed successfully.","1. Printer Image, Name, Email Address, Status should be displayed.
2. An ePrint preference page with ePrint email address, ePrint access option on this printer should be displayed.
3. A Pop up for Modifying the Email Address with editable text box, OK and Cancel buttons should be displayed.
4. ""Email Successfully Changed"" pop up window should be displayed. Notice the email address now in ""Devices Page"". 
The old email address should be changed to the new email address.
5. ePrint jobs should be printed successfully.","1. Click on ""Devices"" Tab.
2. Click on ""Settings"" button.
3. Click on ""Change Address"" button.
4. 1. Enter a Custom Email ID(Friendly Email Address) for the Printer and press ""OK"" button.
2. Make sure the custom email ID is between 6 and 30 characters long.
5. Send ePrint jobs to the printer using the FEA set for the printer.",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:28
C11473491,HPC: Verify sending jobs through HP ePrint Mobile app to the printer where FEA is set.,Yes,Mohini Beura,2/27/2019 9:28,,,,,"1. User has logged in to HPConnected with valid username and password.
2. At least one Printer unit should be claimed in HPConnected.",Critical,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on ""Devices"" Tab.
Expected Result:
Printer Image, Name, Email Address, Status should be displayed.
2. Click on ""Settings"" button.
Expected Result:
An ePrint preference page with ePrint email address, ePrint access option on this printer should be displayed.
3. Click on ""Change Address"" button.
Expected Result:
A Pop up for Modifying the Email Address with editable text box, OK and Cancel buttons should be displayed.
4. 1. Enter a Custom Email ID(Friendly Email Address) for the Printer and press ""OK"" button.
2. Make sure the custom email ID is between 6 and 30 characters long.
Expected Result:
""Email Successfully Changed"" pop up window should be displayed. Notice the email address now in ""Devices Page"". 
The old email address should be changed to the new email address.
5. Send jobs through HP ePrint Mobile app using the FEA set for the printer.
Expected Result:
Jobs sent through Hp ePrint Mobile app should be printed successfully.","1. Printer Image, Name, Email Address, Status should be displayed.
2. An ePrint preference page with ePrint email address, ePrint access option on this printer should be displayed.
3. A Pop up for Modifying the Email Address with editable text box, OK and Cancel buttons should be displayed.
4. ""Email Successfully Changed"" pop up window should be displayed. Notice the email address now in ""Devices Page"". 
The old email address should be changed to the new email address.
5. Jobs sent through Hp ePrint Mobile app should be printed successfully.","1. Click on ""Devices"" Tab.
2. Click on ""Settings"" button.
3. Click on ""Change Address"" button.
4. 1. Enter a Custom Email ID(Friendly Email Address) for the Printer and press ""OK"" button.
2. Make sure the custom email ID is between 6 and 30 characters long.
5. Send jobs through HP ePrint Mobile app using the FEA set for the printer.",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:28
C11473492,HPC: Verify sending jobs through HP ePrint Windows Mobile Driver to the printer where FEA is set.,No,Mohini Beura,2/27/2019 9:28,,,,,"1. User has logged in to HPConnected with valid username and password.
2. At least one Printer unit should be claimed in HPConnected.",Critical,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on ""Devices"" Tab.
Expected Result:
Printer Image, Name, Email Address, Status should be displayed.
2. Click on ""Settings"" button.
Expected Result:
An ePrint preference page with ePrint email address, ePrint access option  on this printer should be displayed.
3. Click on ""Change Address"" button.
Expected Result:
A Pop up for Modifying the Email Address with editable text box, OK and Cancel buttons should be displayed.
4. 1. Enter a Custom Email ID(Friendly Email Address) for the Printer and press ""OK"" button.
2. Make sure the custom email ID is between 6 and 30 characters long.
Expected Result:
""Email Successfully Changed"" pop up window should be displayed. Notice the email address now in ""Devices Page"". 
The old email address should be changed to the new email address.
5. Send jobs through HP ePrint Windows Mobile Driver to the FEA set for the printer.
Expected Result:
Jobs sent through Hp ePrint Windows Mobile Driver should be printed successfully.","1. Printer Image, Name, Email Address, Status should be displayed.
2. An ePrint preference page with ePrint email address, ePrint access option  on this printer should be displayed.
3. A Pop up for Modifying the Email Address with editable text box, OK and Cancel buttons should be displayed.
4. ""Email Successfully Changed"" pop up window should be displayed. Notice the email address now in ""Devices Page"". 
The old email address should be changed to the new email address.
5. Jobs sent through Hp ePrint Windows Mobile Driver should be printed successfully.","1. Click on ""Devices"" Tab.
2. Click on ""Settings"" button.
3. Click on ""Change Address"" button.
4. 1. Enter a Custom Email ID(Friendly Email Address) for the Printer and press ""OK"" button.
2. Make sure the custom email ID is between 6 and 30 characters long.
5. Send jobs through HP ePrint Windows Mobile Driver to the FEA set for the printer.",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:28
C11473493,HPC: Verify eprint for Blacklisted Users,Yes,Mohini Beura,2/27/2019 9:30,,,,,"1.User should be logged in to HPConnected with valid username and password.
2.Add printer to HP connected using claim code.
3.Click on ""Devices"" Tab.",High,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on ""Settings"" button.
Expected Result:
Printer details with Printer Status, Printer Apps and ePrint Preferences details should be 
displayed.
2. Click on ""Manage Access"" button.
Expected Result:
A Pop up with options ""Open to everyone"" and ""Allowed senders"" should be displayed with radio buttons.
3. Select the radio button ""Open to Everyone"" To block a sender, enter the email address in text box & click ""Block"" button.
Expected Result:
Blocked email address should be listed in Blocked Senders list.
4. Click ""OK"" button.
Expected Result:
""ePrint Preference"" page should be displayed and ""Open to Everyone"" should be displayed above Manage Access.
5. Send an ePrint Job to the printer with the same email address which is in Block 
Senders List. 
Expected Result:
The job should not be printed. 
6. Now send ePrint job to the same printer using an email id other than one that has been blacklisted.
Expected Result:
ePrint job should print.","1. Printer details with Printer Status, Printer Apps and ePrint Preferences details should be 
displayed.
2. A Pop up with options ""Open to everyone"" and ""Allowed senders"" should be displayed with radio buttons.
3. Blocked email address should be listed in Blocked Senders list.
4. ""ePrint Preference"" page should be displayed and ""Open to Everyone"" should be displayed above Manage Access.
5. The job should not be printed. 
6. ePrint job should print.","1. Click on ""Settings"" button.
2. Click on ""Manage Access"" button.
3. Select the radio button ""Open to Everyone"" To block a sender, enter the email address in text box & click ""Block"" button.
4. Click ""OK"" button.
5. Send an ePrint Job to the printer with the same email address which is in Block 
Senders List. 
6. Now send ePrint job to the same printer using an email id other than one that has been blacklisted.",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:30
C11473494,HPC: Verify eprint for Whitelisted Users,Yes,Mohini Beura,2/27/2019 9:30,,,,,"1.User should be logged in to HPConnected with valid username and password.
2.Add printer to HP connected using claim code.
3.Click on ""Devices"" Tab.",High,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on ""Settings"" button.
Expected Result:
Printer details with Printer Status, Printer Apps and ePrint options should be displayed.
2. Click on ""Manage Access"" button.
Expected Result:
A Pop up with options ""Open to everyone"" and ""Alllowed senders"" should be displayed with radio buttons.
3. Select the radio button ""Allowed Senders""; Enter the email address in text box 
& click ""Allow"" button.
Expected Result:
Entered email address should be listed in Allowed Senders list.
4. Click ""OK"" button.
Expected Result:
""ePrint Preference"" page should be displayed and ""Allowed Senders Only"" should be displayed above Manage Access.
5. Send an ePrint Job to the printer with the same email address which is in Allowed 
Senders List.
Expected Result:
The ePrint job should get printed.
6. Send an ePrint job to the printer with the email address that is not on the Allowed Senders List.
Expected Result:
The ePrint job should NOT get printed.","1. Printer details with Printer Status, Printer Apps and ePrint options should be displayed.
2. A Pop up with options ""Open to everyone"" and ""Alllowed senders"" should be displayed with radio buttons.
3. Entered email address should be listed in Allowed Senders list.
4. ""ePrint Preference"" page should be displayed and ""Allowed Senders Only"" should be displayed above Manage Access.
5. The ePrint job should get printed.
6. The ePrint job should NOT get printed.","1. Click on ""Settings"" button.
2. Click on ""Manage Access"" button.
3. Select the radio button ""Allowed Senders""; Enter the email address in text box 
& click ""Allow"" button.
4. Click ""OK"" button.
5. Send an ePrint Job to the printer with the same email address which is in Allowed 
Senders List.
6. Send an ePrint job to the printer with the email address that is not on the Allowed Senders List.",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:30
C11473495,HPC: Verify user Email Id can be removed from the blocked list by clicking Un-block option.,No,Mohini Beura,2/27/2019 9:30,,,,,"1.User should be logged in to HPConnected with valid username and password.
2.Add printer to HP connected using claim code.
3.Click on ""Devices"" Tab.",High,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on ""Settings"" button.
Expected Result:
Printer details with Printer Status, Printer Apps and ePrint options should be displayed.
2. Click on ""Manage Access"" button.
Expected Result:
A Pop up with options ""Open to everyone"" and ""Alllowed senders"" should be displayed with radio buttons.
3. Select the radio button ""Open to Everyone""; To block a sender, enter the email address in text box click ""Block"" button.
Expected Result:
Blocked email address should be listed in Blocked Senders list.
4. Send an ePrint job using the email address listed in the Blocked Senders List.
Expected Result:
The ePrint job should not get printed.
5. Click on ""Unblock"" link against the email address listed in Blocked Senders List.
Expected Result:
Email address should be removed from the Blocked Senders List.
6. Click ""OK"" button.
Expected Result:
""ePrint Preference"" page should be displayed and ""Open to Everyone"" should be displayed above Manage Access.
7. Send an ePrint Job to the printer with the same email address which was in Block 
Senders List and now unblocked.
Expected Result:
Job should get printed.","1. Printer details with Printer Status, Printer Apps and ePrint options should be displayed.
2. A Pop up with options ""Open to everyone"" and ""Alllowed senders"" should be displayed with radio buttons.
3. Blocked email address should be listed in Blocked Senders list.
4. The ePrint job should not get printed.
5. Email address should be removed from the Blocked Senders List.
6. ""ePrint Preference"" page should be displayed and ""Open to Everyone"" should be displayed above Manage Access.
7. Job should get printed.","1. Click on ""Settings"" button.
2. Click on ""Manage Access"" button.
3. Select the radio button ""Open to Everyone""; To block a sender, enter the email address in text box click ""Block"" button.
4. Send an ePrint job using the email address listed in the Blocked Senders List.
5. Click on ""Unblock"" link against the email address listed in Blocked Senders List.
6. Click ""OK"" button.
7. Send an ePrint Job to the printer with the same email address which was in Block 
Senders List and now unblocked.",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:30
C11473496,HPC: To verify Printer details in Printers page.,Yes,Mohini Beura,2/27/2019 9:31,,,,,"1. User should be logged in to HPC site.
2. The printer should be claimed.
3. User should be on the Device page.",Medium,,HPC,1,This includes HPC test cases,POD testing > HPC,,"1. Click on 'Settings' button which is in Printer coulmn of added Printer in Device page.
Expected Result:
Printer page should be displayed.
2. Verify Printer page
Expected Result:
Following things should be available:
1.Printer Image
2.Printer Name
3. Remove Button
4. ePrint email addres
5. Change Address Button
6. ePrint Access status
7. Manage Access Button","1. Printer page should be displayed.
2. Following things should be available:
1.Printer Image
2.Printer Name
3. Remove Button
4. ePrint email addres
5. Change Address Button
6. ePrint Access status
7. Manage Access Button","1. Click on 'Settings' button which is in Printer coulmn of added Printer in Device page.
2. Verify Printer page",WPP RelQA Test Cases,S1082,Test Case (Steps),Regression,Mohini Beura,2/27/2019 9:31
