Id,ReleaseID,Type of Test Case,TestCaseTitle,TestCaseDescription,Error Prone Test Cases,Automation Status,Any Defect ,JIRA Bug ID,Bug Description,GIT Commit Message,Target
332,R20.1.2, Integration,Verify Smart APP Flows for new HPID user : Sign Up Flow,"Given I have a valid new HPID user
      Then I call PUMA Token Exchange API to generate JWT for new HPID user
      Then Response status code should be 200 for PUMA token API
      And Response should have valid data like WPID,Scopes,accessToken,refreshToken
      Then I call PUMA refresh token API with generated refresh token to get new Access token
      And  Response status code should be 200 for PUMA token API
      And Response body should have new access token",Yes,Yes,No,,,,1
333,R20.1.1, Sanity,Get the short and detailed health status APIs,"    When I call short health status API
    Then Response status code should be 200
    And JSON response should have HEALTHY
    When I call detailed health status API
    Then Response status code should be 200
    And JSON Response should have detailed health status",No,Yes,No,,,,1
334,R20.1.1, Sanity,Get the AuthZ service metadata,"When I call metadata data API
    Then Response status code should be 200
    And JSON response should have valid endpoints",No,Yes,Yes,WPPSAW-1387,[AuthZ]: Create a Discovery api for Authz for the clients to fetch meta data on ucde details,OpenId Metadata Discovery API changes,1
335,R20.1.1, Sanity,Get the public keys for validating token,"When I call GET Json web keys discovery API
      Then Response status should be 200 for GET json web keys discovery API
      And JSON Response should have valid data with public keys",No,Yes,No,,,,1
336,R20.1.1,API/Functionality,Verify Client delegation API: Exchange Access token of different client with different scope,"  Given I have a valid access token generated from different client id
    When I call client delegation POST API with valid details
    Then Response status code should be 200 for client delegation POST API
    And Generated token with scopes same as of on boarded client must be valid JWT
    And Response body should have reduced scope mentioned in request payload",Yes,Yes,No,,,,1
337,R20.1.1, API/Functionality,Verify Client delegation API:Exchange Access token of different client with on boarded client scopes without any scope attribute in request payload,"Given I have a valid access token generated from different client id
    When I call client delegation POST API without scope attribute in request payload
    Then Response status code should be 200 for client delegation POST API
    And Generated token with scopes same as of on boarded client must be valid JWT
    And Response body should have scopes of on boarded client",,Yes,No,,,,1
338,R20.1.1, API/Functionality,Verify Client delegation API:Exchange Access token of different client with on boarded client scopes with empty scopes  in request payload,"Given I have a valid access token generated from different client id
    When I call client delegation POST API with empty scopes attribute in request payload
    Then Response status code should be 200 for client delegation POST API
    And Generated token with scopes same as of on boarded client must be valid JWT
    And Response body should have scopes of on boarded client",,Yes,No,,,,1
339,R20.1.1, API/Functionality,Verify Client delegation API : Verify client delegation API for invalid client,"Given I have a valid access token generated from different client id
    When I call client delegation POST API with invalid subject token type
    Then Response status code should be 400 for client delegation POST API
    And Response body should contains Unsupported subject token type error message for client delegation POST API",,Yes,No,,,,1
340,R20.1.1, API/Functionality,Verify Client delegation API : Verify client delegation API for invalid subject token type,"Given I have a valid access token generated from different client id
    When I call client delegation POST API with invalid grant type
    Then Response status code should be 400 for client delegation POST API
    And Response body should contains invalid grant type error message for client delegation POST API",,Yes,No,,,,1
341,R20.1.1, API/Functionality,Verify Client delegation API :Verify client delegation API for invalid grant type,"Given I have a valid access token generated from different client id
    When I call client delegation POST API with empty grant type
    Then Response status code should be 400 for client delegation POST API
    And Response body should contains invalid request error message for client delegation POST API",,Yes,No,,,,1
342,R20.1.1, API/Functionality,Verify Client delegation API : Verify client delegation API for invalid subject token,"When I call client delegation POST API with invalid subject token
    Then Response status code should be 400 for client delegation POST API
    And Response body should contains invalid token error message for client delegation POST API",,Yes,No,,,,1
343,R20.1.1, API/Functionality,Verify Token API for Client Credentials grant type : Generate token without Scopes in request payload,"Given I have a valid payload without Scopes to call POST API
    When I call generate tokens POST API with valid details
    Then Response status code should be 200 for token generation token POST API
    And Generated token should be valid JWT",Yes,Yes,No,,,,1
344,R20.1.1, API/Functionality,Verify Token API for Client Credentials grant type : Generate token with empty Scopes in request payload,"Given I have a valid payload with empty Scopes to call POST API
    When I call generate tokens POST API with valid details
    Then Response status code should be 200 for token generation token POST API
    And Generated token should be valid JWT",,Yes,No,,,,1
345,R20.1.1, API/Functionality,Verify Token API for Client Credentials grant type : Verify token API for invalid client,"Given I have a valid payload without Scopes to call POST API
    When I call generate tokens POST API with invalid client credentials
    Then Response status code should be 401 for token generation token POST API
    And Response body should contains Invalid Client error message",,Yes,No,,,,1
346,R20.1.1, API/Functionality,Verify Token API for Client Credentials grant type : Verify token API for invalid scopes,"Given I have a valid payload with invalid scopes to call POST API
    When I call generate tokens POST API with valid details
    Then Response status code should be 400 for token generation token POST API
    And Response body should contains Invalid Scope error message",,Yes,No,,,,1
347,R20.1.1, API/Functionality,Verify Token API for Client Credentials grant type : Verify token API for invalid grant type,"Given I have a valid payload with invalid grant type to call POST API
    When I call generate tokens POST API with valid details
    Then Response status code should be 400 for token generation token POST API
    And Response body should contains Invalid Grant type error message",,Yes,No,,,,1
348,R20.1.1, API/Functionality,Verify Token API for refresh token grant type : Generate access token with printer refresh token,"Given I have a valid printer refresh token to call Token API
    When I call token POST API with refresh token grant type and valid details
    Then Response status code should be 200 for refresh token POST API
    And Generated access token should be valid JWT",Yes,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
349,R20.1.1, API/Functionality,Verify Token API for refresh token grant type : Verify refresh token API with token from different client,"Given I have a valid printer refresh token from different client to call Token API
    When I call token POST API with refresh token grant type and valid details
    Then Response status code should be 400 for refresh token POST API
    And Response body should have error message for client id does not match",,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
350,R20.1.1, API/Functionality,Verify Token API for refresh token grant type : Verify refresh token API for invalid grant type,"Given I have a valid printer refresh token to call Token API
    When I call token POST API with refresh token and invalid grant type
    Then Response status code should be 400 for refresh token POST API
    And Response body should have error message for invalid grant type for refresh token API",,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
351,R20.1.1, API/Functionality,Verify Token API for refresh token grant type : Verify refresh token API for missing grant type,"Given I have a valid printer refresh token to call Token API
    When I call token POST API with refresh token and missing grant type
    Then Response status code should be 400 for refresh token POST API
    And Response body should have error message for missing grant type for refresh token API",,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
352,R20.1.1, API/Functionality,Verify Token API for refresh token grant type : Verify refresh token API with invalid client id,"Given I have a valid printer refresh token to call Token API
    When I call token POST API with refresh token and invalid client id
    Then Response status code should be 401 for refresh token POST API
    And Response body should have error message for invalid client id for refresh token API",,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
353,R20.1.1, API/Functionality,Verify Token API for refresh token grant type : Verify refresh token API with invalid refresh token,"When I call token POST API with invalid refresh token
    Then Response status code should be 400 for refresh token POST API
    And Response body should have error message for invalid refresh token API",,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
354,R20.1.1, API/Functionality,Generate authorization code for a device with valid auth,"Given I have valid payload to generate Auth Code
        When I call generate authorization code API with valid auth
        Then Response status code should be 200 for Auth Code POST API
        And Response should have valid data along with Auth Code",Yes,Yes,No,,,,1
355,R20.1.1, API/Functionality,Generate authorization code for a device with invalid auth,"Given I have valid payload to generate Auth Code
      When I call generate authorization code API with invalid auth
      Then Response status code should be 401 for Auth Code POST API
      And Response has valid error code AUT020002 and error description Client authentication failed for POST API",,Yes,No,,,,1
356,R20.1.1, API/Functionality,Generate Entity token with valid request payload,"Given I have a valid device id to call Entity Token POST API
    When I call generate entity token POST API with valid request payload
    Then Response status code should be 200 for entity token generation POST API
    And Generated token should be valid JWE",Yes,Yes,No,,,,1
357,R20.1.1, API/Functionality,Verify Entity token for invalid cloud id,"When I call generate entity token POST API with invalid cloud id
    Then Response status code should be 400 for entity token generation POST API
    And Response body should contains Invalid target error message",,Yes,No,,,,1
358,R20.1.1, API/Functionality,Generate Entity token with empty scope in request payload,"Given I have a valid device id to call Entity Token POST API
    When I call generate entity token POST API with empty scope in request payload
    Then Response status code should be 200 for entity token generation POST API
    And Generated token should be valid JWE",,Yes,No,,,,1
359,R20.1.1, API/Functionality,Verify Entity token with invalid scope in request payload,"Given I have a valid device id to call Entity Token POST API
    When I call generate entity token POST API with invalid scope in request payload
    Then Response status code should be 400 for entity token generation POST API
    And Response body should contains Invalid Scope error message for entity token API",,Yes,No,,,,1
360,R20.1.1, API/Functionality,Verify Entity token with invalid access token type in request payload,"Given I have a valid device id to call Entity Token POST API
    When I call generate entity token POST API with invalid access token type in request payload
    Then Response status code should be 400 for entity token generation POST API
    And Response body should contains unsupported token type error message for entity token API",,Yes,No,,,,1
361,R20.1.1, API/Functionality,Verify Entity token with invalid grant type type in request payload,"Given I have a valid device id to call Entity Token POST API
    When I call generate entity token POST API with invalid grant type in request payload
    Then Response status code should be 400 for entity token generation POST API
    And Response body should contains unsupported grant type error message for entity token API",,Yes,No,,,,1
362,R20.1.1, API/Functionality,Verify Entity token with invalid access token in request payload,"Given I have a valid device id to call Entity Token POST API
    When I call generate entity token POST API with invalid access token in request payload
    Then Response status code should be 400 for entity token generation POST API
    And Response body should contains invalid grant error message for entity token API",,Yes,No,,,,1
363,R20.1.1, API/Functionality,Verify Entity token with invalid client id,"Given I have a valid device id to call Entity Token POST API
    When I call generate entity token POST API with invalid client
    Then Response status code should be 401 for entity token generation POST API
    And Response body should contains invalid client error message for entity token API",,Yes,No,,,,1
364,R20.1.1, API/Functionality,Verify Entity token with missing grant type,"Given I have a valid device id to call Entity Token POST API
    When I call generate entity token POST API with missing grant type
    Then Response status code should be 400 for entity token generation POST API
    And Response body should contains invalid request error message for entity token API",,Yes,No,,,,1
365,R20.1.1, API/Functionality,Create access and refresh tokens using valid auth code,"Given I have a valid auth code
    When I call generate tokens POST API with valid details and valid auth code
    Then Response status code should be 200 for printer token generation POST API
    And Response should have valid data for printer token generation API",Yes,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
366,R20.1.1, API/Functionality,Create access and refresh token using invalid auth code,"Given I have an invalid auth code
    When I call generate tokens POST API with valid details and invalid auth code
    Then Response status code should be 400 for printer token generation POST API
    And Response body has valid error code AUT020005 and error description as Authorization code invalid or expired",,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
367,R20.1.1, API/Functionality,Create access and refresh token using already used auth code,"Given I have already used auth code
    When I call generate tokens POST API with valid details and already used auth code
    Then Response status code should be 400 for printer token generation POST API
    And Response body has valid error code AUT020005 and error description as Authorization code invalid or expired",,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
368,R20.1.1, API/Functionality,Create access and refresh tokens using invalid grant type,"Given I have a valid auth code
    When I call generate tokens POST API with valid auth code and invalid grant type
    Then Response status code should be 400 for printer token generation POST API
    And Response body has valid error code AUT020007 and error description as Unrecognized grant type by Authorization Server",,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
369,R20.1.1, API/Functionality,Create access and refresh token using invalid auth,"Given I have a valid auth code
    When I call generate tokens POST API with valid auth code and invalid Auth type
    Then Response status code should be 401 for printer token generation POST API
    And Response body has valid error code AUT020002 and error description as invalid_client",,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
370,R20.1.1, API/Functionality,Create access token and refresh token using valid refresh token,"Given I have a valid refresh token
      When I call generate tokens API with valid client details and auth to generate token
      Then Response status code should be 200 for token generation API
      And Response should have valid data for token generation POST API",Yes,Yes,Yes,WPPSAW-1344,Refresh token exchange to provide new set of AT/RT carrying the configured scopes for the clients,,1
371,R20.1.1, API/Functionality,Create access token and refresh token using invalid refresh token,"Given I have a invalid refresh token
      When I call generate tokens API with valid details and invalid refresh token to generate token
      Then Response status code should be 500 for token generation API
      And Response has valid error code AUT020011 and error Internal Server Error for token generation API",,Yes,No,,,,1
372,R20.1.1, API/Functionality,Exchange HPID token with valid JWT,"Given I have a valid HPID User
    And  I have valid ID token for a HPID user
    When I call ID token exchange POST API with valid details
    Then Response status code should be 200 for ID token exchange POST API
    And Generated Exchanged token should be valid JWT",Yes,Yes,No,,,,1
373,R20.1.1, API/Functionality,Verify token exchange API for invalid client,"Given I have a valid HPID User
    And  I have valid ID token for a HPID user
    When I call token exchange POST API with invalid client credentials
    Then Response status code should be 401 for token exchange POST API
    And Response body should contains Invalid Client error message for token exchange POST API",,Yes,No,,,,1
374,R20.1.1, API/Functionality,Verify token exchange API for invalid subject token type,"Given I have a valid HPID User
    And  I have valid ID token for a HPID user
    When I call token exchange POST API with invalid subject token type
    Then Response status code should be 400 for token exchange POST API
    And Response body should contains Unsupported subject token type error message for token exchange POST API",,Yes,No,,,,1
375,R20.1.1, API/Functionality,Verify token exchange API for invalid grant type,"Given I have a valid HPID User
    And  I have valid ID token for a HPID user
    When I call token exchange POST API with invalid grant type
    Then Response status code should be 400 for token exchange POST API
    And Response body should contains invalid grant type error message for token exchange POST API",,Yes,No,,,,1
376,R20.1.1, API/Functionality,Verify token exchange API for missing attribute,"Given I have a valid HPID User
    And  I have valid ID token for a HPID user
    When I call token exchange POST API with empty grant type
    Then Response status code should be 400 for token exchange POST API
    And Response body should contains invalid request error message for token exchange POST API",,Yes,No,,,,1
377,R20.1.1, API/Functionality,Verify token exchange API for invalid subject token,"When I call token exchange POST API with invalid token
    Then Response status code should be 400 for token exchange POST API
    And Response body should contains invalid token error message for token exchange POST API",,Yes,No,,,,1
378,R20.1.1, API/Functionality,Verify Introspect Token API : Verify Client Credential grant type access token,"Given I have a valid access token of client credential grant type
    When I call introspect token POST API with valid details
    Then Response status code should be 200 for introspect token POST API
    And Response body should have status as true and other valid details related to token",Yes,Yes,No,,,,1
379,R20.1.1, API/Functionality,Verify Introspect Token API : Verify Client Credential grant type access token with valid token type hint,"Given I have a valid access token of client credential grant type
    When I call introspect token POST API with valid token and valid token hint type
    Then Response status code should be 200 for introspect token POST API
    And Response body should have status as true and other valid details related to token",,Yes,No,,,,1
380,R20.1.1, API/Functionality,Verify Introspect Token API : Verify token exchange grant type access token,"Given I have a valid access token of token exchange grant type
    When I call introspect token POST API with valid details
    Then Response status code should be 200 for introspect token POST API
    And Response body should have have status as true along with WPID and HPID",,Yes,No,,,,1
381,R20.1.1, API/Functionality,Verify Introspect Token API : Verify Client Credential grant type invalid access token,"When I call introspect token POST API with invalid token
    Then Response status code should be 200 for introspect token POST API
    And Response body should have status as false and other valid details related to token",,Yes,No,,,,1
382,R20.1.1, API/Functionality,Verify Introspect Token API : Verify Client Credential grant type access token with invalid token type hint,"Given I have a valid access token of client credential grant type
    When I call introspect token POST API with valid token and invalid token hint type
    Then Response status code should be 400 for introspect token POST API
    And Response body should have error message for invalid token hint type",,Yes,No,,,,1
383,R20.1.1, API/Functionality,Verify Introspect Token API : Verify introspect token API for invalid client credentials,"Given I have a valid access token of client credential grant type
    When I call introspect token POST API for invalid client credentials
    Then Response status code should be 401 for introspect token POST API
    And Response body should error message for invalid client details",,Yes,No,,,,1
384,R20.1.1, API/Functionality,Verify Introspect Token API : Verify reduced scopes in introspect token API,"Given I have a valid access token of client credential grant type
      When I call introspect token POST API with valid details
      Then Response status code should be 200 for introspect token POST API
      And Response body should have status as true and other valid details related to token
      And I call scope reduction API to reduced the scopes
      When I call introspect token POST API with valid details
      Then Response status code should be 200 for introspect token POST API
      And Response body should have status as true and reduced scopes",,Yes,No,,,,1
385,R20.1.1, API/Functionality,Verify Scope Reduction API : Exchange Access token with reduced scopes token,"Given I have a valid access token with higher scopes
    When I call scope reduction POST API with valid details
    Then Response status code should be 200 for scope reduction POST API
    And Generated token with reduced scope must be valid JWT
    And Response body should have reduced scope",Yes,Yes,No,,,,1
386,R20.1.1, API/Functionality,Verify Scope Reduction API : Exchange Access token with same scopes token,"Given I have a valid access token with higher scopes
    When I call scope reduction POST API with empty scopes in payload
    Then Response status code should be 200 for scope reduction POST API
    And Generated token with reduced scope must be valid JWT
    And Response body should have all scopes of subject token",,Yes,No,,,,1
387,R20.1.1, API/Functionality,Verify Scope Reduction API : Exchange ID token Exchange type access token with reduced scopes token,"Given I have a valid access token of id token exchange type with higher scopes
    When I call scope reduction POST API with valid details
    Then Response status code should be 200 for scope reduction POST API
    And Generated token with reduced scope must be valid JWT
    And Response body should have reduced scope",,Yes,No,,,,1
388,R20.1.1, API/Functionality,Verify Scope Reduction API : Verify scope reduction API for invalid client,"Given I have a valid access token with higher scopes
    When I call scope reduction POST API with invalid client credentials
    Then Response status code should be 401 for scope reduction POST API
    And Response body should contains Invalid Client error message for scope reduction POST",,Yes,No,,,,1
389,R20.1.1, API/Functionality,Verify Scope Reduction API : Verify scope reduction API for invalid subject token type,"Given I have a valid access token with higher scopes
    When I call scope reduction POST API with invalid subject token type
    Then Response status code should be 400 for scope reduction POST API
    And Response body should contains Unsupported subject token type error message for scope reduction POST API",,Yes,No,,,,1
390,R20.1.1, API/Functionality,Verify Scope Reduction API : Verify scope reduction API for invalid grant type,"Given I have a valid access token with higher scopes
    When I call scope reduction POST API with invalid grant type
    Then Response status code should be 400 for scope reduction POST API
    And Response body should contains invalid grant type error message for scope reduction POST API",,Yes,No,,,,1
391,R20.1.1, API/Functionality,Verify Granular Scope : Verify granular scope assigned for authorization grant type,,,No,No,,,,0
392,R20.1.1, API/Functionality,Verify Granular Scope : Verify scopes for authorization grant type,,,No,No,,,,0
393,R20.1.1, API/Functionality,Verify Granular Scope: Verify granular scope assigned for Client credential grant type,,,No,No,,,,0
394,R20.1.1, API/Functionality,Verify Granular Scope: Verify non assigned scopes for Client credential grant type,,,No,No,,,,0
395,R20.1.1, API/Functionality,Verify Granular Scope: Verify granular scope assigned for Client Delegation Toke Exchange grant type,,,No,No,,,,0
396,R20.1.1, API/Functionality,Verify Granular Scope: Verify non assigned scopes for Client Delegation Toke Exchange grant type,,,No,No,,,,0
397,R20.1.1, API/Functionality,Verify Granular Scope: Verify granular scope assigned for Scope Reduction Token Exchange grant type,,,No,No,,,,0
398,R20.1.1, API/Functionality,Verify Granular Scope: Verify non assigned scopes for Scope Reduction Toke Exchange grant type,,,No,No,,,,0
399,R20.1.1, API/Functionality,Verify Granular Scope: Verify granular scope assigned for ID Token Exchange grant type,,,No,No,,,,0
400,R20.1.1, API/Functionality,Verify Granular Scope: Verify non assigned scopes for ID Toke Exchange grant type,,,No,No,,,,0
401,R20.1.1, API/Functionality,Verify Granular Scope: Verify granular scope assigned for Printer JWE Token Exchange grant type,,,No,No,,,,0
402,R20.1.1, API/Functionality,Verify Granular Scope: Verify non assigned scopes for Printer JWE Toke Exchange grant type,,,No,No,,,,0
403,R20.1.1, API/Functionality,Verify Granular Scope: Verify granular scope assigned for Refresh Token grant type,,,No,No,,,,0
404,R20.1.1, API/Functionality,Verify Granular Scope: Verify granular scope not assigned for Refresh Token grant type,,,No,No,,,,0
405,R20.1.1, API/Functionality,Verify User Delegation token generation for token exchange grant type token,,,No,No,,,,0
406,R20.1.1, API/Functionality,Verify User Delegation token generation for scope reduction grant type token,,,No,No,,,,0
407,R20.1.1, API/Functionality,Verify User Delegation token generation for client delegation grant type token,,,No,No,,,,0
408,R20.1.1, API/Functionality,Verify User Delegation token generation  with requested user as HPID,,,No,No,,,,0
409,R20.1.1, API/Functionality,Verify User Delegation token generation  with requested user as WPID,,,No,No,,,,0
410,R20.1.1, API/Functionality,Verify User Delegation API with invalid client,,,No,No,,,,0
411,R20.1.1, API/Functionality,Verify User Delegation API without mandatory parameter Requested User,,,No,No,,,,0
412,R20.1.1, API/Functionality,Verify User Delegation API without mandatory parameter Requested User Type,,,No,No,,,,0
413,R20.1.1, API/Functionality,Verify User Delegation API without mandatory parameter Grant type,,,No,No,,,,0
414,R20.1.1, API/Functionality,Verify User Delegation API without mandatory parameter Subject Token,,,No,No,,,,0
415,R20.1.1, API/Functionality,Verify User Delegation API without mandatory parameter Subject Token Type,,,No,No,,,,0
416,R20.1.1, API/Functionality,Verify User Delegation API without optional parameter scopes,,,No,No,,,,0
417,R20.1.1, API/Functionality,Verify User Delegation API with invalid scopes,,,No,No,,,,0
418,R20.1.1, API/Functionality,Verify User Delegation API with unsupported grant type,,,No,No,,,,0
419,R20.1.1, API/Functionality,Verify User Delegation API with expired subject token,,,No,No,,,,0
420,R20.1.1, API/Functionality,Create client with all mandatory parameters,,,No,No,,,,0
421,R20.1.1, API/Functionality,Create client with all optional parameters,,,No,No,,,,0
422,R20.1.1, API/Functionality,Create client with multiple grant type,,,No,No,,,,0
423,R20.1.1, API/Functionality,Verify Create client API with expired Bearer Token,,,No,No,,,,0
424,R20.1.1, API/Functionality,Verify Create client API with Basic Auth,,,No,No,,,,0
425,R20.1.1, API/Functionality,Verify Create client API with Bearer Token of invalid client,,,No,No,,,,0
426,R20.1.1, API/Functionality,Verify Create client API with Bearer token of unauthorized client,,,No,No,,,,0
427,R20.1.1, API/Functionality,Verify Create client API with existing client id,,,No,No,,,,0
428,R20.1.1, API/Functionality,Verify Create client API with short client secret,,,No,No,,,,0
429,R20.1.1, API/Functionality,Verify Create client API without client name,,,No,No,,,,0
430,R20.1.1, API/Functionality,Verify Create client API without client Issued at parameter,,,No,No,,,,0
431,R20.1.1, API/Functionality,Verify Create client API with unsupported application type parameter,,,No,No,,,,0
432,R20.1.1, API/Functionality,Verify Create client API with unsupported grant type parameter,,,No,No,,,,0
433,R20.1.1, API/Functionality,Verify Create client API with unsupported auth method parameter,,,No,No,,,,0
434,R20.1.1, API/Functionality,Verify Create client API with unsupported signing algorithm parameter,,,No,No,,,,0
435,R20.1.1, API/Functionality,Verify Create client API without contacts parameter,,,No,No,,,,0
436,R20.1.1, API/Functionality,Verify Create client API without payload,,,No,No,,,,0
437,R20.1.1, API/Functionality,Verify Create client API with client id issue id as future date,,,No,No,,,,0
438,R20.1.1, API/Functionality,Verify Create client API without app type parameter,,,No,No,,,,0
439,R20.1.1, API/Functionality,Verify Create client API without grant type parameter,,,No,No,,,,0
440,R20.1.1, API/Functionality,Verify Create client API without grant types scope parameter,,,No,No,,,,0
441,R20.1.1, API/Functionality,Verify Create client API with invalid grant types scope parameter,,,No,No,,,,0
442,R20.1.1, API/Functionality,Update client details with multiple fields,,,No,No,,,,0
443,R20.1.1, API/Functionality,Update client details with single field,,,No,No,,,,0
444,R20.1.1, API/Functionality,Update client details with client secret and overlaps expires at fields,,,No,No,,,,0
445,R20.1.1, API/Functionality,Verify Update client API with expired Bearer Token,,,No,No,,,,0
446,R20.1.1, API/Functionality,Verify Update client API with Basic Auth,,,No,No,,,,0
447,R20.1.1, API/Functionality,Verify Update client API with Bearer Token of invalid client,,,No,No,,,,0
448,R20.1.1, API/Functionality,Verify Update client API with Bearer token of unauthorized client,,,No,No,,,,0
449,R20.1.1, API/Functionality,Verify Update client API with non existing client id,,,No,No,,,,0
450,R20.1.1, API/Functionality,Verify Update client API with short client secret,,,No,No,,,,0
451,R20.1.1, API/Functionality,Verify Update client API without client name,,,No,No,,,,0
452,R20.1.1, API/Functionality,Verify Update client API without client Issued at parameter,,,No,No,,,,0
453,R20.1.1, API/Functionality,Verify Update client API with unsupported application type parameter,,,No,No,,,,0
454,R20.1.1, API/Functionality,Verify Update client API with unsupported grant type parameter,,,No,No,,,,0
455,R20.1.1, API/Functionality,Verify Update client API with unsupported auth method parameter,,,No,No,,,,0
456,R20.1.1, API/Functionality,Verify Update client API with unsupported signing algorithm parameter,,,No,No,,,,0
457,R20.1.1, API/Functionality,Verify Update client API without contacts parameter,,,No,No,,,,0
458,R20.1.1, API/Functionality,Verify Update client API without payload,,,No,No,,,,0
459,R20.1.1, API/Functionality,Verify Update client API with client id issue id as future date,,,No,No,,,,0
460,R20.1.1, API/Functionality,Verify Update client API without app type parameter,,,No,No,,,,0
461,R20.1.1, API/Functionality,Verify Update client API without grant type parameter,,,No,No,,,,0
462,R20.1.1, API/Functionality,Verify Update client API without grant types scope parameter,,,No,No,,,,0
463,R20.1.1, API/Functionality,Verify Update client API with invalid grant types scope parameter,,,No,No,,,,0
464,R20.1.1, API/Functionality,Verify Update client API with different app type parameter,,,No,No,,,,0
465,R20.1.1, API/Functionality,Verify Update client API with different client id issued parameter,,,No,No,,,,0
466,R20.1.1, API/Functionality,Verify Update client API with different grant type parameter,,,No,No,,,,0
467,R20.1.1, API/Functionality,Verify Update client API with client secret and without overlaps expires at fields,,,No,No,,,,0
468,R20.1.1, API/Functionality,Verify Update client API with new client secret for a client who already has overlap secret,,,No,No,,,,0
469,R20.1.1, API/Functionality,Get client details for an on boarded client,,,No,No,,,,0
470,R20.1.1, API/Functionality,Verify Get client API with expired Bearer Token,,,No,No,,,,0
471,R20.1.1, API/Functionality,Verify Get client API with Basic Auth,,,No,No,,,,0
472,R20.1.1, API/Functionality,Verify Get client API with Bearer Token of invalid client,,,No,No,,,,0
473,R20.1.1, API/Functionality,Verify Get client API with Bearer token of unauthorized client,,,No,No,,,,0
474,R20.1.1, API/Functionality,Verify Get client API with invalid client id,,,No,No,,,,0
475,R20.1.1, API/Functionality,Delete client details for an on boarded client,,,No,No,,,,0
476,R20.1.1, API/Functionality,Verify Delete client API with expired Bearer Token,,,No,No,,,,0
477,R20.1.1, API/Functionality,Verify Delete client API with Basic Auth,,,No,No,,,,0
478,R20.1.1, API/Functionality,Verify Delete client API with Bearer Token of invalid client,,,No,No,,,,0
479,R20.1.1, API/Functionality,Verify Delete client API with Bearer token of unauthorized client,,,No,No,,,,0
480,R20.1.1, API/Functionality,Verify Delete client API with invalid client id,,,No,No,,,,0
481,R20.1.1, API/Functionality,Verify Hashing of client secret for newly on boarded client,,,No,No,,,,0
482,R20.1.1, API/Functionality,Verify Hashing of old and new Client secrets in Client secret and Secret Overlap tables,,,No,No,,,,0
483,R20.1.1, API/Functionality,Verify Scopes are always referred from Bottom to Top Approach in Dynamo DB,,,No,No,,,,0
484,R20.1.1, API/Functionality,Verify Client On boarding for App type as Native with Default Client,,,No,No,,,,0
485,R20.1.1, API/Functionality,Verify Client On boarding for App type as Native with Privileged Client,,,No,No,,,,0
486,R20.1.1, API/Functionality,Verify Client On boarding for App type as Web with Default Client,,,No,No,,,,0
487,R20.1.1, API/Functionality,Verify Client On boarding for App type as Web with Privileged Client,,,No,No,,,,0
488,R20.1.1, API/Functionality,Verify Client On boarding for App type as Browser with Default Client,,,No,No,,,,0
489,R20.1.1, API/Functionality,Verify Client On boarding for App type as Browser with Privileged Client,,,No,No,,,,0
490,R20.1.1, API/Functionality,Verify Client On boarding for App type as Service with Default Client,,,No,No,,,,0
491,R20.1.1, API/Functionality,Verify Client On boarding for App type as Service with Privileged Client,,,No,No,,,,0
492,R20.1.1, API/Functionality,Verify Token generated with greater length in RP based service,,,No,No,,,,0
493,R20.1.1, API/Functionality,Verify Printer Auth Code Generation API after GCS fix,,,No,Yes,WPPSAW-1281,Implementation:[GCS Architectural Recommendation #14] [Client Side Adoption] Access Token & Refresh token expiry policy compliance for different clients,,0
494,R20.1.1, API/Functionality,Verify Printer Token Generation API after GCS fix,,,No,Yes,WPPSAW-1281,Implementation:[GCS Architectural Recommendation #14] [Client Side Adoption] Access Token & Refresh token expiry policy compliance for different clients,,0
495,R20.1.1, API/Functionality,Verify Printer Refresh Token Generation API after GCS fix,,,No,Yes,WPPSAW-1281,Implementation:[GCS Architectural Recommendation #14] [Client Side Adoption] Access Token & Refresh token expiry policy compliance for different clients,,0
